C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_19_895.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_19_895.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_19_895.jpg, 0, 0.6224868, 0, 0.9860762
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_024.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_024.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_024.jpg, 0, 1, 0, 2.463974
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_154.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_154.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_154.jpg, 0, 1, 0, 3.871911
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_292.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_292.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_292.jpg, 0, 1, 0, 5.503034
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_398.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_398.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_398.jpg, 0, 1, 0, 6.654115
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_504.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_504.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_504.jpg, 0, 1, 0, 8.020669
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_610.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_610.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_610.jpg, 0, 1, 0, 9.147302
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_710.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_710.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_710.jpg, 0, 1, 0, 10.26291
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_812.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_812.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_812.jpg, 0, 1, 0, 11.36751
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_20_954.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_20_954.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_20_954.jpg, 0, 1, 0, 12.8625
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_072.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_072.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_072.jpg, 0, 1, 0, 14.28524
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_193.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_193.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_193.jpg, 0, 1, 0, 15.58923
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_294.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_294.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_294.jpg, 0, 1, 0, 16.38346
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_396.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_396.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_396.jpg, 0, 1, 0, 17.66148
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_530.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_530.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_530.jpg, 0, 1, 0, 18.93378
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_665.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_665.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_665.jpg, 0, 1, 0, 20.48265
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_801.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_801.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_801.jpg, 0, 1, 0, 21.81203
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_21_903.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_21_903.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_21_903.jpg, 0, 1, 0, 22.83806
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_017.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_017.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_017.jpg, 0, 1, 0, 23.80192
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_141.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_141.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_141.jpg, 0, 1, 0, 25.15941
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_250.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_250.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_250.jpg, 0, 1, 0, 26.11416
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_357.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_357.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_357.jpg, 0, 1, 0, 27.05999
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_462.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_462.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_462.jpg, 0, 1, 0, 28.18123
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_563.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_563.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_563.jpg, 0, 1, 0, 29.10558
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_664.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_664.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_664.jpg, 0, 1, 0, 30.02029
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_775.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_775.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_775.jpg, 0, 1, 0, 30.19001
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_22_890.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_22_890.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_22_890.jpg, 0, 1, 0, 30.19011
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_007.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_007.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_007.jpg, 0, 0.858805, 0, 30.15807
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_112.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_112.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_112.jpg, 0, 0.5413618, 0, 30.0642
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_218.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_218.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_218.jpg, -0.3200004, 0.2213614, 0, 30.00441
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_323.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_323.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_323.jpg, -0.3972675, 0, 0, 29.46912
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_434.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_434.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_434.jpg, -0.06233366, 0, 0, 29.17921
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_563.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_563.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_563.jpg, 0, 0, 0, 28.75963
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_699.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_699.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_699.jpg, 0, 0, 0, 28.41513
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_840.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_840.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_840.jpg, 0, 0, 0, 27.96326
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_23_941.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_23_941.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_23_941.jpg, 0, 0, 0, 27.68345
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_043.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_043.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_043.jpg, 0, 0, 0, 27.40646
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_149.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_149.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_149.jpg, 0, 0, 0, 27.13147
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_289.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_289.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_289.jpg, 0, 0, 0, 26.75088
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_413.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_413.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_413.jpg, 0, 0, 0, 26.42889
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_545.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_545.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_545.jpg, 0, 0, 0, 26.05812
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_682.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_682.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_682.jpg, 0, 0, 0, 25.69256
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_792.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_792.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_792.jpg, 0, 0, 0, 25.4346
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_897.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_897.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_897.jpg, 0, 0, 0, 25.17922
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_24_997.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_24_997.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_24_997.jpg, 0, 0, 0, 24.92641
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_129.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_129.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_129.jpg, 0, 0, 0, 24.57673
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_261.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_261.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_261.jpg, 0, 0, 0, 24.23197
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_390.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_390.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_390.jpg, 0, 0, 0, 23.94031
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_525.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_525.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_525.jpg, 0, 0, 0, 23.60448
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_628.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_628.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_628.jpg, 0, 0, 0, 23.36749
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_732.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_732.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_732.jpg, 0, 0, 0, 23.13288
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_832.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_832.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_832.jpg, 0, 0, 0, 22.90012
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_25_965.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_25_965.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_25_965.jpg, 0, 0, 0, 22.57811
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_094.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_094.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_094.jpg, 0, 0, 0, 22.30548
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_224.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_224.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_224.jpg, 0, 0, 0, 21.99127
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_356.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_356.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_356.jpg, 0, 0, 0, 21.72546
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_456.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_456.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_456.jpg, 0, 0, 0, 21.50639
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_565.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_565.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_565.jpg, 0, 0, 0, 21.24641
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_698.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_698.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_698.jpg, 0, 0, 0, 20.98956
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_827.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_827.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_827.jpg, 0, 0, 0, 20.69381
C:\self_driving_car\simulator-windows-64\data\IMG\center_2024_07_13_14_30_26_954.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\left_2024_07_13_14_30_26_954.jpg, C:\self_driving_car\simulator-windows-64\data\IMG\right_2024_07_13_14_30_26_954.jpg, 0, 0, 0, 20.44361
